start	end	text
7209500	7217500	Well, Dr. Eric Walker and Lyndon B. Johnson had a very close correspondence where they would say send each other very personal letters.
7217500	7220500	So that's really interesting to see a link between those two.
7220500	7226500	Uh, what do I think of the eye?
7226500	7228500	I saw the image, but I never investigated further.
7228500	7235500	Uh, maybe I will sometime, but there was just so much, uh, so much, there's just always so much going on so many cases to look at.
7235500	7238500	Uh, Edgar Mitchell spoke about this.
7238500	7242500	Edgar Mitchell and, uh, uh, Gordon Cooper.
7242500	7244500	Very interesting guys.
7244500	7245500	What's up awakening to reality?
7245500	7246500	How you doing, bro?
7246500	7247500	How you doing?
7247500	7248500	Loud and clear.
7248500	7249500	Okay.
7249500	7250500	I think this is when I just got back.
7250500	7253500	If the feds got me, I'll go kicking and screaming, man.
7253500	7254500	I'll go kicking and screaming.
7254500	7258500	Hey, Jorgen, thank you for the 119 Norwegian Krona.
7258500	7261500	How far back do you believe IC has investigated infiltrated the phenomena?
7261500	7264500	An example did O and I cover the Aurora incident.
7264500	7265500	That's a great question.
7265500	7267500	I'd say at least 1933.
7267500	7278500	Um, the Aurora incident, I think is a case that really warrants a lot of investigation, especially due to some of the circumstantial, not really evidence, but, uh, circumstantial details of the case being really interesting, such as.
7278500	7283500	The idea that some of the craft parts were thrown down a well, which poisoned local residents and so forth.
7283500	7288500	Possibly before then, but I think maybe the earliest we could go is maybe 1897 with the Aurora incident.
7288500	7289500	But thank you again, man.
7289500	7291500	I really appreciate that.
7291500	7293500	What do you think about the UAP tether incident?
7293500	7296500	I knew you did a video on fast workers, but I don't remember if you covered that incident.
7296500	7298500	I don't think I did cover that incident.
7298500	7301500	Now I would actually like to cover the UAP tether incident.
7301500	7308500	Doing yourself a disservice by, uh, contact experiences, maybe look at the content of the experience for you right off as.
7308500	7309500	Okay.
7309500	7310500	I think you might be talking to somebody else.
7310500	7314500	I, because I, I'm just not, not acknowledgeable.
7314500	7315500	Awaken into reality.
7315500	7319500	Thank you so much for the 899, uh, New Zealand dollars.
7319500	7320500	Thank you very much.
7320500	7322500	I really appreciate that, man.
7322500	7325500	The Eiger 1992 alien video is fake.
7325500	7328500	Tristan, I will have to, I absolutely have to watch that.
7328500	7332500	I think Democrat leaders are cock blocked from being briefed on the UFO compared to GOP since they may have balls.
7332500	7335500	Honestly, to further disclose if they get too much information, they're risky.
7335500	7336500	That could be a valid point.
7336500	7340500	I like that hypothesis.
7340500	7344500	Interesting research done at Imperial College in London where different DMTs were used to map out the space.
7344500	7349500	Oh, that is interesting to map out like a, uh, basically create a map of the space.
7349500	7353500	Hey, uh, I got, let me, let me go off on a quick tangent here, guys.
7353500	7358500	Cause I probably won't get to this question about five minutes for any of my gamers in the chat.
7358500	7361500	Have any of you guys played the new war hammer space marines two game?
7361500	7366500	I know I'll get to those questions in about five minutes, but I would like to read if anybody has, has read them.
7366500	7367500	Uh, Von Rennen camp.
7367500	7368500	That's it.
7368500	7372500	He just appeared on a Ross Colt part and yes, I, I can't pronounce stuff.
7372500	7374500	I, I just can't.
7374500	7377500	Did you watch Tom Begert and psychotronics lecture on how to achieve anti-gravity free energy?
7377500	7378500	No, I have not yet.
7378500	7382500	I still need to, I have been consumed with the case I'm working on right now.
7382500	7385500	And that is because it is a 23 page script.
7385500	7388500	So it took me a heck of a long time.
7388500	7393500	Who are the world's best known living intellectual living intellectuals and public speakers?
7393500	7396500	Where are their comments on the phenomenon?
7396500	7397500	Uh, good question.
7397500	7401500	We could go with guys like Sir Roger Penrose and so forth.
7401500	7403500	Some best known living intellectuals.
7403500	7407500	I don't think a lot of them have really, uh, spoken on, on the phenomenon.
7407500	7408500	John Doe.
7408500	7411500	What's going on, brother?
7411500	7413500	Do you believe the skinny Bob alien video?
7413500	7417500	I try and stay away from that until there's, uh, a lot of the topics that have just kind
7417500	7418500	of an endless debate.
7418500	7426500	I try and stay away from just because if my research, if not a lot of research has been
7426500	7430500	advanced on something and maybe my research is just going to get caught in the same loop.
7430500	7435500	Um, I might just kind of wait a little bit until I have something, some actionable information
7435500	7436500	to pursue on, on stuff.
7436500	7438500	And I do not on skinny Bob right now.
7438500	7440500	As a youngster, I loved watching the dang video.
7440500	7441500	I'll tell you that much.
7441500	7445500	America is afraid of the phenomenon is communist Nazi, but they're becoming what they sought
7445500	7446500	to destroy.
7446500	7447500	It's 40 chairs.
7447500	7449500	Absolutely in the cold war and so forth.
7449500	7450500	We absolutely were.
7450500	7451500	Absolutely.
7451500	7454500	It goes all the way back to, uh, project paperclip and Alan Dole's.
7454500	7455500	Yes.
7455500	7458500	Alan Dole is in, uh, the 1933 magenta crash.
7458500	7460500	The door's old boys.
7460500	7463500	Claudio, thank you so much for the 499.
7463500	7464500	My apologies.
7464500	7466500	Donation for going off topic about internships and chat.
7466500	7467500	Keep it up.
7467500	7469500	You and Jesse Michaels be such a good convo.
7469500	7470500	No problem, man.
7470500	7471500	This chat's open to anybody.
7471500	7473500	We're not going to restrict anything.
7473500	7475500	Anybody says, but I really appreciate that.
7475500	7476500	Thank you very much.
7476500	7479500	Twist UAP Leonard Stringfield was one of the best UFO crash researchers.
7479500	7481500	If true, his info is mind blowing.
7481500	7485500	I'd like to take a second and I know I say this in every single video.
7485500	7489500	And in my upcoming video, I will talk about Stringfield at length, but Stringfield is the
7489500	7490500	best of the best.
7490500	7493500	The UFO crash retrievals parts one through seven are sublime.
7493500	7498500	That is what I will stand by as the best ever work done on the subject in terms of crash
7498500	7499500	retrievals.
7499500	7501500	It is phenomenal sublime.
7501500	7502500	Leonard Stringfield is the best.
7502500	7507500	One of my personal dreams is to be able to access his personal records at Mufon Cincinnati,
7507500	7513500	sit with a, with a cold brew for 12 hours and read every single note he ever took.
7513500	7514500	The tether video is wild.
7514500	7515500	Yes.
7516500	7520500	The Cabal's goal is full spectrum of dominance as they say in official documents to achieve
7520500	7522500	that they need the whole world to unite around fear.
7522500	7526500	Perfect way to do that is through a fake ET invasion, or as David Gresh would say, a
7526500	7527500	feudalistic dominance.
7527500	7529500	And, and I agree.
7529500	7534500	I'm still, I still have my problems with, with paper clip or the, I'm sorry, the idea
7534500	7537500	of project blue beam and so forth, but I do understand that point.
7537500	7540500	I do think the, I think the unbearable truth of the phenomenon might be that there's an
7540500	7544500	afterlife for everyone and the unbearable part is where the world collapses due to people
7544500	7545500	self-checking out.
7545500	7547500	I think that was explored in a movie, right?
7547500	7548500	With Jason Seagal.
7548500	7550500	I don't think it was very good, but I think that concept was explored.
7550500	7553500	What would people do if they learned they had an afterlife?
7553500	7554500	That's an interesting idea.
7557500	7560500	Oh, no, no worries with a, no worries with spam.
7560500	7562500	Mrs. Floyd, thank you very much.
7562500	7563500	Yes.
7563500	7564500	There's a lot of Norwegians here.
7564500	7568500	Somebody even recognized the front line shirt, which is great.
7568500	7571500	The Danny Cheehan interview on Jesse Michaels American Alchemy show is amazing.
7571500	7574500	If anyone hasn't watched it, you watch, watch anything by Jesse Michaels.
7574500	7578500	Jesse Michaels is amazing and he has some really cool projects and the work that I think
7578500	7579500	you guys are really going to like.
7579500	7581500	Jesse Michaels is the real deal.
7582500	7583500	Have I played No Man's Sky?
7583500	7585500	One of the best, if not the best space games out there.
7585500	7586500	Yeah.
7586500	7588500	I've played, I've played, I've done like four different playthroughs of it.
7588500	7589500	I love it.
7589500	7593500	There's nothing like having a nice crisp diet cola night and just flying through on your
7593500	7594500	new S-class ship.
7594500	7595500	I love it.
7595500	7600500	Best thing I ate in Japan, that would probably have to be, um, yukatsu.
7600500	7606500	Yukatsu steak where you have steak cooked lightly, lightly fried on the outside with,
7606500	7611500	um, cooked to a rare medium rare and you're given like a hot plate basically to sear it
7611500	7615500	how you want yourself to then dip it in the various sauces.
7615500	7616500	It was sublime.
7616500	7618500	One of the best things I've ever eaten.
7618500	7621500	I feel like right wing presidents would be far more likely to disclose.
7621500	7624500	Conservatives are way, way more wary of big government and government outreach.
7624500	7629500	I agree, but do presidents have the ability to disclose?
7630500	7631500	Penrose is the goat.
7631500	7632500	Absolutely.
7632500	7633500	Physics goat.
7633500	7637500	SDS, 114 UFO video in space is weird.
7637500	7638500	It makes a U-turn.
7638500	7639500	One of the weirdest space.
7639500	7640500	Yeah.
7640500	7641500	I think I put that in the fast walker video.
7641500	7643500	It's a very strange, strange video.
7643500	7647500	If we created simulated realities like video games, why wouldn't the beans above us not do
7647500	7648500	the same?
7648500	7649500	I agree.
7649500	7650500	Sorry.
7650500	7651500	You get a sip of water.
7651500	7652500	Yeah.
7652500	7653500	I agree.
7653500	7659300	I think, um, I can't remember what podcast it was, but there's a man who did a podcast
7659300	7661300	on simulation theory.
7661300	7663300	And one of those was with the ability to simulate.
7663300	7666300	There will be an endless amount of simulations.
7666300	7672300	And we thus have a greater probability of being one of said simulations.
7672300	7673300	But by whom?
7673300	7674300	I don't know.
7674300	7675300	David of Salem.
7675300	7677300	My contact experience was a possible one.
7677300	7680300	They seemed to take it back that I could see them as I was.
7680300	7682300	It was like we abducted each other rather than mine.
7682300	7687300	I think I've heard that in some abduction cases of, of beans almost being surprised that they
7687300	7688300	were, they have been noticed.
7688300	7689300	Cheers from Norway.
7689300	7690300	Cheers to you.
7690300	7692300	I hope to be back to, to Norway soon, man.
7692300	7695300	I love that some Norwegians watch, watch this channel.
7695300	7699300	It's, um, thoughts on the tall whites.
7699300	7700300	The tall whites are interesting.
7700300	7704300	Um, of course, with many gray sightings of abductees and so forth, there's a lot of the
7704300	7709300	time like a tall white, as some people say, like venusians, mantis type beans alongside
7709300	7711300	the, the gray, the drones.
7711300	7715300	I don't know what to think because abductions isn't really my bread and butter.
7715300	7719300	I still am just trying to investigate what the heck are some of the bodies that are discovered
7719300	7720300	at some of the crash sites.
7720300	7722300	Phil Snyder, we talked about this before.
7722300	7724300	Some of his claims are, are very interesting.
7724300	7726300	They're very big too.
7726300	7727300	His claims are very big.
7727300	7732300	And, uh, in terms of getting into a firefight underground with NHI where soldiers were basically
7732300	7734300	turned to goop, uh, alongside him.
7734300	7740300	But I have, I'm, I'm probably would start with researching his death if I do, if I do some
7740300	7741300	research into him.
7741300	7745300	The skinny Bob looks like CGI to me, but I want to believe that one.
7745300	7746300	It does.
7746300	7747300	It looks a little buttery.
7747300	7749300	It looks a little buttery.
7749300	7755300	Hey, dude, I hope the Browns lose because the bangles got beat by one of the worst teams
7755300	7756300	in the NFL today.
7756300	7759300	And I'm very upset.
7759300	7761300	We're skyfire, skyfire news.
7761300	7762300	I'm not quite sure.
7762300	7764300	I am not quite sure.
7764300	7768300	Matilda O'Donnell Roswell interview mentioned a gray, didn't know English till I read the
7768300	7771300	book that night and they were, uh, over the White House.
7771300	7772300	Yeah.
7772300	7774300	And what they, what were they over the White House?
7774300	7779300	Um, a lot of Roswell witnesses, including the, um, including the photographer at Roswell
7779300	7780300	mentioned grays.
7780300	7783300	They are forced for peace and nuclear disarmament.
7783300	7785300	They try and promote a message of peace.
7785300	7787300	They could have various effects on electronics on off.
7787300	7788300	Yeah.
7788300	7792300	Kevin Knuth at his soul foundation, uh, did a lot of interesting talk about this with
7792300	7797300	electric fields and magnetic fields of UAP and they're interacting with technology and
7797300	7800300	so forth.
7800300	7801300	Okay.
7801300	7803300	Sorry.
7803300	7805300	Project blue beam is disinformation.
7805300	7807300	I tend to lead towards this too.
7807300	7808300	It was made up by Dottie.
7808300	7809300	I didn't know that.
7809300	7817300	Um, I blue beam, at least in my experience has been used by people I know who want to
7817300	7819300	discount, um, UFOs.
7819300	7824300	And I know in that comment, I said, like, I could understand, uh, the utilizing of a
7824300	7829300	invasion for fear, but I still think that that is mainly based off of Reagan's Reagan
7829300	7831300	speech and, uh, disinformation.
7831300	7834300	If skinny Bob is faked is incredibly well done.
7834300	7836300	When I met them, they looked just like that.
7836300	7837300	Interesting.
7837300	7839300	Convincing for so long.
7839300	7840300	That's a good point.
7840300	7844300	It could only be, uh, it could only be for convincing as long as the holograms could, could
7844300	7846300	stay up in the, in the air.
7846300	7852300	Um, maybe, uh, the weird after effects on skinny Bob.
7852300	7855300	I've heard of those.
7855300	7859300	It was any Jacobson that said the Roswell crash was rushing towards and Dottie to an
7859300	7860300	unacknowledged of Greer.
7860300	7865300	But I think, uh, uh, any Jacobson said that recently on her Sean Ryan appearance, I think
7865300	7869300	it was, and she was on, uh, Jerry, Jonathan Reed footage.
7869300	7874300	Uh, listen, I heard of Jonathan Reed a long time ago on mysterious universe.
7874300	7877300	If you guys know, uh, that podcast, it's great.
7877300	7881300	And his story was, I think a lot of, I almost posited.
7881300	7884300	This is Jonathan Reed story because of the NHI body.
7884300	7888300	Jonathan Reed claims to have a, somebody correct me if I'm wrong, because if I am, I'll retract
7888300	7889300	my statement right away.
7889300	7894300	But Jonathan Reed claims to have slain a, uh, a, a creature that, that creature he has
7894300	7896300	photographed with a samurai sword.
7896300	7899300	I believe that's what he said and then put it on nice.
7899300	7906300	Uh, and also the photos of the wedge shaped craft are very weirdly proportioned, very
7906300	7908300	weirdly proportioned.
7908300	7911300	Uh, so many good videos ruined with crap editing.
7911300	7912300	Yeah.
7912300	7913300	I tend to agree.
7913300	7915300	I tend to agree.
7915300	7919300	I held Roswell foil to it heats when flame took the same as cutting metal holding the
7919300	7920300	hand.
7920300	7921300	You held Roswell material.
7921300	7924300	I would like to hear, I would like to hear more about that.
7924300	7927300	What's the best thing I ate at a gas station in Norway and did you get it?
7927300	7931300	Or what's the best thing you ate in Norway and did you eat at a gas station for all my
7931300	7932300	Norwegians out there?
7932300	7934300	You will know what a hot dog on Lumpa is.
7934300	7939300	And that's like a Norwegian bread tortilla that gas stations, but hot dogs on it.
7939300	7940300	And then they're so good.
7940300	7941300	They're amazing.
7941300	7944300	They are amazing.
7944300	7947300	Also wanted to tell you about two picks of alleged dead aliens I saw.
7947300	7950800	They reminded me of one from EBEs described in the MJ 12 manual, the non gray ones will
7950800	7951800	send them on discord.
7951800	7953300	I would love to, I would excuse me.
7953300	7955300	I would love to see that please.
7955300	7959300	Did you see the video of the UFO in orbit that gets shot up by some weapon?
7959300	7960300	Yeah.
7960300	7961300	Like the kind of like light beam.
7961300	7962300	Yes, I have seen that.
7962300	7966300	And I don't know what to make of it because I haven't spent too much time looking at it.
7966300	7970300	I think it was, it was in not lost century.
7970300	7972300	Was it in unacknowledged?
7972300	7976300	Take a look at UAP Gerb's eyes.
7976300	7978300	He is a Pleiadian alien.
7978300	7979300	That'd be cool, man.
7979300	7980300	I wish I was.
7980300	7985300	If I was, I'd be the first to tell you, but I am just a human.
7985300	7987300	I would like to see the original skinny Bob video.
7987300	7989300	I wonder where that has obviously been cropped down.
7989300	7994300	I would like to as well, but it with a, with those videos, this just, at least for me,
7994300	7996300	I couldn't come to a conclusion.
7996300	7999300	So it'd be difficult for me to engage thoughts on the tall whites.
7999300	8001300	Very interesting to me.
8001300	8005300	I'm still trying to start out what the heck kind of the graves or the small creatures,
8005300	8007300	the EBE type ones and twos are.
8007300	8012300	And then we will get to the kind of description of the mantis type beings or the tall, tall
8012300	8015300	graves or venusians and so forth.
8015300	8019300	The problem with new wave of UFO experts is they don't understand the science of free
8019300	8020300	energy, anti-gravity.
8020300	8021300	They could easily be deceived.
8021300	8023300	Any saucer that attacks us would be considered ET.
8023300	8030300	I do agree that a lot of new wave UFO folks don't necessarily understand the physics
8030300	8032300	behind UAP and kind of ARV.
8032300	8033300	I certainly don't.
8033300	8037300	I'll be the first to admit that physics is never, never my strong suit.
8037300	8039300	The book identifies companies and crafts still secret.
8039300	8045300	Bob Dean had the book in foil 1988 England.
8045300	8048300	I think the whole bad abduction versus good abduction experience is similar to having good
8048300	8049300	versus bad trips on psychedelics.
8049300	8053300	That's an, that is an interesting point.
8053300	8057300	I believe most abductions in beds are most likely sleep paralysis.
8057300	8059300	I have heard this too.
8059300	8063300	Again, I like, I don't want to discount anyone's abduction experience.
8063300	8068300	So I don't know what the heck to think, but they very well could be sleep paralysis.
8068300	8070300	Las Vegas alien video.
8070300	8073300	I don't think anything ever came of that.
8073300	8074300	Right.
8074300	8082300	I think Steven Dean or Steven donor on Twitter said he had was interviewing the person who
8082300	8083300	took that footage.
8083300	8084300	Right.
8084300	8086300	But I don't think anything ever came of that.
8086300	8090300	If I'm, if I'm remembering correctly, I stayed far away from that in the Miami mall stuff.
8090300	8095300	Um, just wasn't not, not the sort of case I, I'd be investigating world of the world's
8095300	8098300	movie is similar to the event where people were attacked and have blood drawn.
8098300	8099300	Yeah.
8099300	8103300	The world of the world's the Tom Cruise version that came out in 2005 scared the crap out of
8103300	8105300	me as a little kid that scared me so bad.
8105300	8108300	What's the best publicly available UFO video you've seen?
8108300	8113300	Um, that's a tough one just because I've kind of moved so far away from videos.
8113300	8117300	I'd say right now it's probably the video of the, the triangle I always post.
8117300	8120300	I can't remember exactly where that video was taken, but late at night triangle with
8120300	8124300	three points of light on each vertex with one red light in the middle.
8124300	8126300	I think that's a fantastic video.
8126300	8128300	Fantastic.
8128300	8130300	The whole invasion.
8130300	8131300	Yeah.
8131300	8132300	I agree with this.
8132300	8136300	I've said this before that the only, uh, blue beam claims are to point to, uh, to Reagan
8136300	8140300	speech when he addressed the UN and said, I can't think of how quickly, uh, the world
8140300	8143300	would come together with the threat of an alien invasion.
8143300	8144300	Yeah.
8144300	8145300	Okay.
8145300	8148300	So this is with, uh, Jonathan Reed and the samurai sword.
8148300	8149300	Yeah.
8149300	8153300	That's been conveniently left out with a read story of a wedge kind of coming back and
8153300	8157300	being popular with, with loose book in the description of the wedge shaped craft.
8157300	8161300	He did say he sl, he slayed the, the creature with a samurai sword.
8161300	8162300	Reply to abduction comment.
8162300	8166300	You can go on board the craft by a telepathic mind link via unseen plane of existence out
8166300	8167300	of body consciousness.
8167300	8171300	The same way ETs talk to people telepathically with the utilization of P three assets.
8171300	8172300	I wouldn't be surprised.
8175300	8176300	He used a big branch.
8176300	8177300	Ah, okay.
8177300	8181300	Maybe I was wrong about the sword, but he still slayed it with a club.
8181300	8183300	Still slayed it with a club.
8183300	8186300	Do I think I would look at some of John max abduction cases?
8186300	8187300	Absolutely.
8187300	8188300	I'd like to tackle the abduction phenomena.
8188300	8190300	It's just, there's so much to do.
8190300	8194300	So I really need to make sure we get in at a good time to, to focus fully on the abduction
8194300	8195300	phenomena.
8195300	8198300	The read teleportation video is whack, big whack.
8198300	8199300	Yeah.
8199300	8202300	I've seen it and I'll watch it again and I'll keep watching it, but there's a little whack.
8202300	8206300	Project blue beam was not made by Dodie and disinfo usaps won't just use holograms.
8206300	8207300	They'll use ARVs PLC.
8207300	8211300	I think, yeah, this is, this is what a career would state, right?
8211300	8217300	Especially with, with this TE or ET, I can't quite remember and the fake, the PLF abduction
8217300	8221300	he occurred when he left the Nellis retrieval team.
8221300	8226300	Chevrolet being locking Martin naps built a cannabis and blue book wonder if Hitler had
8226300	8227300	them before the reverse engineering.
8227300	8228300	I don't know.
8228300	8234300	I had a, a good friend asked me earlier about a kind of Nazis and UAP reverse engineering.
8234300	8238300	And besides hunt for his zero point and the stories of deep lock, I really haven't spent
8238300	8240300	too much time, too much time researching.
8240300	8242300	Well, Grush's op-ed come out this year.
8242300	8243300	I truly hope so.
8243300	8245300	I truly hope so.
8245300	8247300	Will it be, is it still stuck in Dobser?
8247300	8248300	I'm not quite sure.
8248300	8251300	Now Grush is definitely not, not being lazy.
8251300	8257300	I definitely think he is doing a lot of work behind the scenes, but I truly hope so.
8257300	8261300	If the teleportation video didn't exist, the alien body would have to be significantly
8261300	8262300	more credible.
8262300	8264300	Unfortunately, dude decided to write a weird hype train to nowhere.
8264300	8265300	Yes.
8265300	8269300	Have you seen the Sentinel Arizona footage recorded by Nick Williams?
8269300	8273300	I don't think so, but I would like to see that.
8273300	8277300	That was a ET UFO being shot with scalar waves and EM system weapons.
8277300	8279300	That's the situation for almost a century.
8279300	8280300	Yes.
8280300	8281300	I have, I have heard that as well.
8281300	8288300	And I'm, I'm coming to start to really, really seriously research that topic of, of scalar
8288300	8292300	weapons and kind of what Greer sets about targeting craft.
8292300	8294300	Plasma propulsion, MHD plasma.
8294300	8298300	If I'm being correct, I think Oak Shannon has some notes on this that operate in like
8298300	8302300	the 3.5 gigahertz range, creates a cloud, which they use as camouflage and to cool down
8302300	8303300	the craft.
8303300	8310300	Now what I have heard is that early types of ARVs used MHD Plasma Stopper Pulsion when
8310300	8314300	later configurations have used actual like anti-gravity techniques.
8314300	8317300	Do I have anything to back that up or any evidence or research that?
8317300	8319300	No, but I've heard that before.
8319300	8325300	MH370, I think we'll probably stay away from, from MH370 on the channel.
8325300	8330300	I think it's just a, it's very toxic, toxic subject at the moment.
8330300	8331300	Oh yeah.
8331300	8335300	Reed stated his dog was turned to ash.
8335300	8341300	That also reminds me of the 1950s Maori incident where I think a saucer discharged material.
8341300	8345300	I can't remember if that case was labeled as a hoax or not or found to be, but where
8345300	8348300	material allegedly hit a dog.
8348300	8351300	Any update on Jesse, you and Jesse Michaels collaborating.
8351300	8354300	I will be meeting Jesse tomorrow or Tuesday.
8354300	8360300	I'm not quite sure which day yet and I will have an update then.
8361300	8362300	What about the phenomena?
8362300	8367300	Would you like to research the most aside from UAP, psionics, remote viewing?
8367300	8374300	So that's tough because crash retrieval and reverse engineering are what I like the most.
8374300	8379300	At this point, I'd probably like to go down and I'll say, I'll throw in ARVs.
8379300	8382300	I can't throw ARVs in there as well because I want to research that.
8382300	8387300	And I'll, I'll take, I want to research dumps, deep underground military bases.
8387300	8391300	Oh, that green footage, but that footage is really cool too with the triangle scene
8391300	8393300	from almost kind of height level.
8393300	8397300	Yeah, that's a great, that's a, that's like a great video.
8397300	8403300	But you remember, there's like a ball of light in the middle that I think expands.
8403300	8407300	And like, I think I'm, I think that's the video you're talking about.
8407300	8409300	Let me know if, let me know if I'm right here.
8409300	8412300	I could be wrong, but I think that's the video you're talking about, the green one.
8412300	8416300	Trying to get my GF into the subject and watch the first minute black last night had some interesting themes in it.
8416300	8418300	The first minute black is a fantastic film.
8418300	8420300	I really want to rewatch that with the lady.
8420300	8422300	It's a fantastic film.
8422300	8425300	And guys, I'll get through these questions maybe in about 10 minutes.
8425300	8427300	I'll have to hop off, but we'll get through all of these.
8427300	8432300	I promise meeting Bob Dean and after holding Roswell foil and saw pages of a few pages of blue.
8432300	8434300	But remember who has gone for 20 years.
8434300	8435300	The foil stretches like a razor.
8435300	8436300	I cut myself.
8436300	8437300	I don't remember that.
8437300	8442300	Now I'd like to hear how, how did you get your hands on, on, on said foil?
8442300	8447300	And what have there been research done on this specific, specific piece you held?
8447300	8448300	What's up, Zach?
8448300	8449300	How you doing rewatch?
8449300	8450300	Yes.
8450300	8452300	I highly recommend starting from beginning right now.
8452300	8457300	We're just chatting answering questions, but earlier we, we went through the entire gray or talk today.
8457300	8458300	I bought the pay-per-view.
8458300	8459300	So you didn't have to.
8459300	8465300	And we kind of, I took screenshots of every single PowerPoint slide and we went through the whole dang thing.
8465300	8467300	The whole thing.
8467300	8469300	Have you watched the recent weaponized with Corbel?
8469300	8474300	They discussed an event in 2000 where people were attacked by UFOs that took blood from them and shine beams.
8474300	8475300	That's not the color.
8475300	8476300	That's not the Brazil instead.
8476300	8477300	Right.
8477300	8481300	I haven't listened to weaponized in a while, but I would like to listen to that.
8481300	8482300	That's Brazil.
8482300	8483300	Correct.
8483300	8484300	Yeah.
8484300	8489300	I haven't, I don't think since the start of the year I've listened and listened to weaponized.
8489300	8490300	Oh, the turkey video.
8490300	8491300	Yeah.
8491300	8497300	With Chris Leto back in the day, did a great video actually like identifying the angle at
8497300	8500300	which this video was recorded, the position where it was recorded.
8500300	8501300	I highly recommend checking that out.
8501300	8503300	It's an old Chris Leto video.
8503300	8507300	I think from early 2023 mid 2023, it's fantastic.
8507300	8509300	Are they among us like big low suggests?
8509300	8510300	Quite possibly.
8510300	8514300	Do I have any research or evidence to back that up or have an informed opinion?
8514300	8515300	No.
8515300	8519300	Do not do a video on the clock.
8519300	8521300	I'd like to, of course it, uh, the clock.
8521300	8525300	There's a lot of relation to the Kecksburg case in terms of general design.
8525300	8529300	I'm still trying to decide if I'm going to include that in the Kecksburg case or make
8529300	8533300	a video on its own about the Glock.
8533300	8536300	We met photons and radiation, uh, probably into the stratosphere.
8536300	8538300	Craft would redirect the brain waves.
8538300	8539300	Possibly.
8539300	8540300	Sentinel footage.
8540300	8542300	Um, Chloris Brazil.
8542300	8543300	Yeah.
8543300	8544300	Okay.
8544300	8545300	Okay.
8545300	8546300	Yeah.
8546300	8547300	Yeah.
8547300	8548300	Yeah.
8548300	8549300	Yeah.
8549300	8550300	I was thinking the same thing, the Chloris Brazil incident.
8550300	8551300	And I think that, uh, I got popular again because Lou spoke about it in his book.
8551300	8552300	Right.
8552300	8553300	Um, was it Lou?
8553300	8554300	I believe so.
8554300	8555300	It's a great movie.
8555300	8557300	MIB one, especially when the face opens and the little alien is revealed.
8557300	8558300	Yeah.
8558300	8559300	That's a classic.
8559300	8560300	The tiny little alien MIB ones.
8560300	8561300	Great.
8561300	8564300	It scared me really bad when I was a child though.
8564300	8568300	Jacques Valet and forbidden science for, um, has secured a document confirming the CIA
8568300	8571300	performed fake alien abductions in Argentina and Brazil for psychological work.
8571300	8573300	I would really like to see this document if you have that.
8573300	8574300	I've, I've never seen it.
8574300	8576300	Um, I'll put the discord link in here again.
8576300	8579300	I know I'll put it twice, but I would actually really like to read that document.
8579300	8580300	Please.
8580300	8582300	If you have it on hand, otherwise I have a copy of forbidden science for it.
8582300	8583300	I'll just find it.
8583300	8588300	They must see in UV light reaction times more like it.
8588300	8589300	Let's see.
8589300	8590300	They're seen.
8590300	8593300	Let's see.
8593300	8596800	What are the consequences of the Collins elite are correct in their findings and the phenomenon
8596800	8598740	is largely your entirely demonic.
8598740	8601060	The consequences of that are just awful.
8601060	8607180	That means we, uh, that mean, I don't even want to face the, the, the consequences of
8607180	8609340	the UAP phenomenon being a demonic.
8609340	8616340	That is almost too terrifying for a man like myself to think about, but very, very bad consequences.
8616340	8620840	If that's the truth, David favor said that he was part of a big upcoming UFO documentary,
8620840	8621840	not James Fox's.
8621840	8623340	I have heard that supposedly coming out soon.
8623340	8624340	And he said it was very interesting.
8624340	8625640	There was some podcasts with Ryan graves.
8625640	8626640	I heard that as well.
8626640	8628740	There's also a Bob Lazar documentary coming out.
8628740	8630940	Of course the program with James Fox is coming out.
8630940	8635580	I think everybody in their grandmother is looking forward to that one and Jesse Michaels saw
8635580	8636740	it.
8636740	8642440	So if Jesse Michaels can give me any deets, I can share with you guys, I absolutely will.
8642440	8645140	Maybe an ongoing YouTube playlist of the best craft videos people have ever captured would
8645140	8646140	be a cool thing.
8646140	8647140	That would be cool.
8647140	8648140	Yeah.
8648140	8650980	Actually, cause I know I include a lot of craft sightings as B role, but like a full video
8650980	8651980	would be great.
8651980	8654440	I've seen a triangle UAP it's he man made.
8654440	8657640	What signified that I would actually like to hear that.
8657640	8659940	Do I watch UAP content or only research it for YouTube?
8659940	8662180	I do not really watch.
8662180	8663180	Here's the thing.
8663180	8666720	I don't watch UAP content because I'm always reading a UAP book.
8666720	8672460	Every second of every night and day doing the UAP book or just taking a endless amount
8672460	8678080	of notes on on a sightings or projects I'm working on.
8678080	8680140	So it's I need a little bit of a break at that time.
8680140	8681880	So I don't consume too much UAP content.
8681880	8687520	I'll I'll watch YouTube for for dumb stuff like maybe some games or stuff like that.
8687520	8691160	I was at my friend's house after school and Bob Dean was a friend of his.
8691160	8692160	Wow.
8692160	8693160	That's incredible.
8693160	8694160	That's very cool.
8694160	8696160	Yo, what up JC?
8696160	8699200	What up, dude?
8699200	8703640	There are metamaterials which go through plasma excitation become room temp semiconductors
8703640	8705200	on a quantum scale and defy gravity.
8705200	8706920	I'll join discord and send some links.
8706920	8707920	Please do.
8707920	8708920	I'd like to learn more.
